Dates,AreaName,RoadIntersectionName,TrafficVolume,AverageSpeed,TravelTimeIndex,CongestionLevel,RoadCapacityUtilization,IncidentReports,EnvironmentalImpact,PublicTransportUsage,TrafficSignalCompliance,ParkingUsage,PedestrianCyclistCount,WeatherConditions,RoadworkConstructionActivity,DayOfWeek,CongestionCategory,PeakHour,CongestionScore,AccidentRisk,WeatherGroup,UtilizationStatus
2022-10-30,Electronic City,Hosur Road,19289,52.07,1.23,57.31,100,2,88.58,39.81,98.49,71.19,92,Clear,No,Sunday,High,0,370.443633570194,116.62,Clear,Over Utilized
2022-10-30,Electronic City,Silk Board Junction,20643,42.32,1.22,71.26,100,1,91.29,14.71,88.07,88.4,98,Clear,No,Sunday,High,0,487.7835538752363,72.26,Clear,Over Utilized
2022-10-30,M.G. Road,Anil Kumble Circle,38799,33.13,1.5,100,100,0,127.6,30.17,63.61,60.97,95,Fog,No,Sunday,High,0,1171.11379414428,0,Foggy,Over Utilized
2022-10-30,Jayanagar,South End Circle,36860,37.44,1.5,100,100,2,123.72,77.28,68.83,92.02,98,Clear,Yes,Sunday,High,0,984.5085470085471,202,Clear,Over Utilized
2022-10-30,Hebbal,Ballari Road,36858,33.45,1.5,100,100,2,123.72,42.78,95.13,52.42,94,Clear,No,Sunday,High,0,1101.8834080717488,202,Clear,Over Utilized
2022-10-31,Indiranagar,100 Feet Road,33412,39.61,1.5,100,100,2,116.82,56.23,99.75,52.29,123,Clear,No,Monday,High,0,843.5243625347134,202,Clear,Over Utilized
2022-10-31,Indiranagar,CMH Road,34449,43.38,1.5,100,100,2,118.9,73.1,79.28,61.79,127,Fog,No,Monday,High,0,794.1217150760718,202,Foggy,Over Utilized
2022-10-31,Whitefield,Marathahalli Bridge,20048,48.1,1.3,75.39,100,4,90.1,73.14,92.05,93.62,103,Rain,No,Monday,High,0,416.7983367983368,305.56,Rainy,Over Utilized
2022-10-31,Koramangala,Sony World Junction,43030,28.87,1.5,100,100,2,136.06,60.45,67.84,61.5,110,Clear,No,Monday,High,0,1490.4745410460685,202,Clear,Over Utilized
2022-10-31,Koramangala,Sarjapur Road,28516,32.4,1.5,88.17,100,1,107.03,71.6,77.75,57.86,102,Clear,No,Monday,High,0,880.1234567901234,89.17,Clear,Over Utilized
2022-10-31,M.G. Road,Trinity Circle,23081,41.5,1.2,75.28,100,2,96.16,48.99,91.68,51.9,98,Clear,Yes,Monday,High,0,556.1686746987951,152.56,Clear,Over Utilized
2022-10-31,Jayanagar,Jayanagar 4th Block,18032,49.77,1.3,56.65,90.49,0,86.06,38.62,82.2,75.72,97,Clear,No,Monday,High,0,362.30661040787624,0,Clear,Over Utilized
2022-10-31,Jayanagar,South End Circle,34826,20,1.5,100,100,3,119.65,12.09,93.46,56.56,88,Overcast,No,Monday,High,0,1741.3,303,Other,Over Utilized
2022-10-31,Hebbal,Hebbal Flyover,10744,46.72,1.25,26.47,54.68,1,71.49,31.95,69.95,75.28,188,Rain,No,Monday,High,0,229.96575342465755,27.47,Rainy,Over Utilized
2022-10-31,Yeshwanthpur,Yeshwanthpur Circle,25942,48.03,1.5,77.77,100,2,101.88,10.53,76.91,70.05,98,Clear,No,Monday,High,0,540.120757859671,157.54,Clear,Over Utilized
2022-11-01,Indiranagar,100 Feet Road,36903,39.27,1.5,100,100,3,123.81,60.36,98.68,57.55,79,Clear,No,Tuesday,High,0,939.7249809014514,303,Clear,Over Utilized
2022-11-01,Koramangala,Sarjapur Road,43889,24.48,1.5,100,100,0,137.78,17.24,84.4,81.81,95,Overcast,Yes,Tuesday,High,0,1792.8513071895425,0,Other,Over Utilized
2022-11-01,Electronic City,Silk Board Junction,21212,50.76,1.16,61.14,100,0,92.42,69.3,91.04,74.92,106,Clear,No,Tuesday,High,0,417.8881008668243,0,Clear,Over Utilized
2022-11-01,M.G. Road,Trinity Circle,44963,28.89,1.5,100,100,0,139.93,39.8,94.87,82.16,133,Fog,No,Tuesday,High,0,1556.3516787815854,0,Foggy,Over Utilized
2022-11-01,M.G. Road,Anil Kumble Circle,50186,29.65,1.5,100,100,2,150.37,17.67,65.99,93.41,117,Overcast,No,Tuesday,High,0,1692.6138279932547,202,Other,Over Utilized
2022-11-01,Hebbal,Ballari Road,23590,58.97,1.23,82.77,100,0,97.18,29.99,95.59,79.5,95,Clear,No,Tuesday,High,0,400.0339155502798,0,Clear,Over Utilized
2022-11-01,Yeshwanthpur,Yeshwanthpur Circle,26795,52.28,1.5,97.96,100,4,103.59,29.14,62.41,90.04,86,Clear,No,Tuesday,High,0,512.5286916602907,395.84,Clear,Over Utilized
2022-11-01,Yeshwanthpur,Tumkur Road,28803,35.51,1.5,94.02,100,2,107.61,52.73,91.98,79.77,83,Fog,No,Tuesday,High,0,811.1236271472825,190.04,Foggy,Over Utilized
2022-11-02,Indiranagar,100 Feet Road,47849,37.03,1.5,100,100,6,145.7,35.46,96.27,84.48,99,Clear,No,Wednesday,High,0,1292.1685120172833,606,Clear,Over Utilized
2022-11-02,Indiranagar,CMH Road,12429,35.41,1.12,34.82,58.93,0,74.86,50.86,96.17,76.49,208,Fog,No,Wednesday,High,0,351.0025416548998,0,Foggy,Over Utilized
2022-11-02,Whitefield,Marathahalli Bridge,25308,21.55,1.5,87.74,100,4,100.62,35.39,61.59,61.24,96,Clear,No,Wednesday,High,0,1174.385150812065,354.96,Clear,Over Utilized
2022-11-02,Whitefield,ITPL Main Road,22268,54.16,1.37,68.49,100,0,94.54,47.99,99.41,80.49,102,Clear,Yes,Wednesday,High,0,411.15214180206794,0,Clear,Over Utilized
2022-11-02,Koramangala,Sony World Junction,31821,30.06,1.5,100,100,2,113.64,60.4,99.58,78.3,93,Rain,No,Wednesday,High,0,1058.5828343313374,202,Rainy,Over Utilized
2022-11-02,M.G. Road,Trinity Circle,42451,47.39,1.5,100,100,2,134.9,66.38,75.09,88.19,91,Clear,No,Wednesday,High,0,895.7797003587254,202,Clear,Over Utilized
2022-11-02,M.G. Road,Anil Kumble Circle,40664,41.96,1.5,100,100,2,131.33,32.79,82.26,58.63,105,Clear,No,Wednesday,High,0,969.1134413727359,202,Clear,Over Utilized
2022-11-02,Jayanagar,South End Circle,17163,46.96,1.33,66.08,90.46,0,84.33,53.62,94.29,61.17,114,Clear,No,Wednesday,High,0,365.4812606473594,0,Clear,Over Utilized
2022-11-02,Hebbal,Ballari Road,33919,48.65,1.5,100,100,5,117.84,18.85,73.28,51.01,94,Overcast,No,Wednesday,High,0,697.2045220966085,505,Other,Over Utilized
2022-11-02,Yeshwanthpur,Yeshwanthpur Circle,17365,51.28,1.35,67.24,90.74,0,84.73,62.29,69.62,53.19,79,Clear,No,Wednesday,High,0,338.63104524180966,0,Clear,Over Utilized
2022-11-03,Indiranagar,100 Feet Road,46145,52.3,1.5,100,100,7,142.29,66.65,77.32,91.47,86,Clear,No,Thursday,High,0,882.3135755258127,707,Clear,Over Utilized
2022-11-03,Indiranagar,CMH Road,23405,51.07,1.13,83.55,100,3,96.81,75.51,73.1,68.13,108,Clear,No,Thursday,High,0,458.29253965145875,253.64999999999998,Clear,Over Utilized
2022-11-03,Whitefield,Marathahalli Bridge,21609,37.01,1.32,72.24,100,2,93.22,15.15,64.76,56.84,95,Clear,No,Thursday,High,0,583.8692245339098,146.48,Clear,Over Utilized
2022-11-03,Whitefield,ITPL Main Road,15144,40.32,1.39,52.37,78.35,1,80.29,59.29,85.29,82.47,118,Clear,Yes,Thursday,High,0,375.5952380952381,53.37,Clear,Over Utilized
2022-11-03,Koramangala,Sarjapur Road,54560,20,1.5,100,100,3,159.12,48.78,81.86,94.44,115,Clear,No,Thursday,High,0,2728,303,Clear,Over Utilized
2022-11-03,Electronic City,Hosur Road,13930,59.41,1.37,49.25,71.11,0,77.86,12.7,89.53,85.81,201,Clear,No,Thursday,High,0,234.47231105874434,0,Clear,Over Utilized
2022-11-03,M.G. Road,Trinity Circle,51478,35.3,1.5,100,100,0,152.96,39.94,86.04,85.23,115,Clear,No,Thursday,High,0,1458.300283286119,0,Clear,Over Utilized
2022-11-03,M.G. Road,Anil Kumble Circle,24979,39.64,1.07,89.39,100,1,99.96,59.9,66.34,51.2,96,Clear,No,Thursday,High,0,630.146316851665,90.39,Clear,Over Utilized
2022-11-03,Jayanagar,Jayanagar 4th Block,9491,41.91,1.07,41.58,50.51,0,68.98,62.35,80.75,78.3,203,Clear,No,Thursday,High,0,226.46146504414222,0,Clear,Over Utilized
2022-11-03,Hebbal,Hebbal Flyover,44656,47.5,1.5,100,100,2,139.31,42.48,97.51,63.7,96,Clear,No,Thursday,High,0,940.1263157894737,202,Clear,Over Utilized
2022-11-03,Hebbal,Ballari Road,27541,40.02,1.5,89,100,4,105.08,40.39,88.01,93.18,103,Overcast,No,Thursday,High,0,688.1809095452273,360,Other,Over Utilized
2022-11-03,Yeshwanthpur,Yeshwanthpur Circle,19645,63.34,1.35,63.96,99.06,0,89.29,45.89,68.91,61.26,93,Clear,No,Thursday,High,0,310.1515629933691,0,Clear,Over Utilized
2022-11-03,Yeshwanthpur,Tumkur Road,13856,49.6,1.16,41.54,69.4,0,77.71,39.27,75.75,85.02,180,Clear,No,Thursday,High,0,279.35483870967744,0,Clear,Over Utilized
2022-11-04,Indiranagar,100 Feet Road,40586,40.55,1.5,100,100,2,131.17,32.61,91.68,74.66,106,Windy,No,Friday,High,0,1000.8877928483355,202,Other,Over Utilized
2022-11-04,Indiranagar,CMH Road,22156,43.4,1.16,79.35,100,1,94.31,65.22,80.11,60.31,100,Clear,No,Friday,High,0,510.50691244239636,80.35,Clear,Over Utilized
2022-11-04,Whitefield,ITPL Main Road,17150,71.52,1.22,64.04,83.92,0,84.3,57.6,68.39,96.24,107,Overcast,No,Friday,High,0,239.79306487695752,0,Other,Over Utilized
2022-11-04,Koramangala,Sarjapur Road,60411,24.44,1.5,100,100,5,170.82,12.8,85.51,68.13,104,Clear,Yes,Friday,High,0,2471.808510638298,505,Clear,Over Utilized
2022-11-04,Electronic City,Hosur Road,24435,40.64,1.12,85.2,100,0,98.87,61.16,72.44,77.54,109,Clear,No,Friday,High,0,601.2549212598425,0,Clear,Over Utilized
2022-11-04,M.G. Road,Trinity Circle,37895,20,1.5,100,100,2,125.79,10.52,78.02,74.46,93,Clear,No,Friday,High,0,1894.75,202,Clear,Over Utilized
2022-11-04,M.G. Road,Anil Kumble Circle,49065,36.54,1.5,100,100,4,148.13,55.25,68.84,64.2,105,Clear,Yes,Friday,High,0,1342.7750410509032,404,Clear,Over Utilized
2022-11-04,Hebbal,Hebbal Flyover,30047,21.74,1.5,98.93,100,2,110.09,13.39,96.68,50.61,93,Clear,No,Friday,High,0,1382.1067157313707,199.86,Clear,Over Utilized
2022-11-04,Hebbal,Ballari Road,22423,44.52,1.04,78.29,100,2,94.85,59.55,95.63,69.93,92,Clear,No,Friday,High,0,503.6612758310871,158.58,Clear,Over Utilized
2022-11-05,Indiranagar,100 Feet Road,22356,37.21,1.33,84.22,100,0,94.71,62.57,95.08,96.56,104,Rain,Yes,Saturday,High,0,600.806234883096,0,Rainy,Over Utilized
2022-11-05,Indiranagar,CMH Road,37441,51.91,1.5,100,100,0,124.88,72.89,84.91,86.39,95,Clear,No,Saturday,High,0,721.2675785012522,0,Clear,Over Utilized
2022-11-05,Koramangala,Sony World Junction,29764,25.61,1.5,100,100,1,109.53,77.42,61.11,95.62,115,Clear,No,Saturday,High,0,1162.2022647403357,101,Clear,Over Utilized
2022-11-05,Koramangala,Sarjapur Road,56662,35.42,1.5,100,100,3,163.32,71.41,81.56,96.06,98,Clear,No,Saturday,High,0,1599.717673630717,303,Clear,Over Utilized
2022-11-05,Electronic City,Hosur Road,7977,37.09,1.1,26.4,39.47,0,65.95,22.92,81.36,68.21,191,Clear,No,Saturday,High,0,215.07144782960364,0,Clear,Over Utilized
2022-11-05,M.G. Road,Trinity Circle,28665,51.54,1.5,93.38,100,1,107.33,55.71,95.44,69.25,86,Clear,No,Saturday,High,0,556.1699650756694,94.38,Clear,Over Utilized
2022-11-05,M.G. Road,Anil Kumble Circle,28371,49.05,1.5,100,100,1,106.74,22.69,82.34,53.85,77,Clear,No,Saturday,High,0,578.4097859327218,101,Clear,Over Utilized
2022-11-05,Jayanagar,Jayanagar 4th Block,26786,20,1.5,94.74,100,4,103.57,59.14,62.33,51.99,95,Clear,No,Saturday,High,0,1339.3,382.96,Clear,Over Utilized
2022-11-05,Jayanagar,South End Circle,23985,43.88,1.1,74.34,100,5,97.97,26.66,97.11,84.95,108,Clear,No,Saturday,High,0,546.6043755697356,376.70000000000005,Clear,Over Utilized
2022-11-05,Hebbal,Ballari Road,29203,35.76,1.5,92.29,100,3,108.41,28.18,64.95,97.42,106,Overcast,No,Saturday,High,0,816.6387024608501,279.87,Other,Over Utilized
2022-11-05,Yeshwanthpur,Tumkur Road,18345,60.68,1.03,53.88,92.7,0,86.69,10.38,90.67,70.84,94,Clear,No,Saturday,High,0,302.32366512854315,0,Clear,Over Utilized
2022-11-06,Indiranagar,100 Feet Road,12335,45.42,1.11,44.77,58.4,0,74.67,15.47,95.23,65.52,188,Clear,No,Sunday,High,0,271.5763980625275,0,Clear,Over Utilized
2022-11-06,Indiranagar,CMH Road,48733,44.07,1.5,100,100,2,147.47,15.61,96.43,73.03,90,Overcast,No,Sunday,High,0,1105.8089403222145,202,Other,Over Utilized
2022-11-06,Koramangala,Sony World Junction,47365,23.22,1.5,100,100,0,144.73,29.99,62.64,69.05,88,Overcast,No,Sunday,High,0,2039.836347975883,0,Other,Over Utilized
2022-11-06,Koramangala,Sarjapur Road,25987,42.71,1.5,96.61,100,0,101.97,59.15,73.07,82.88,85,Clear,No,Sunday,High,0,608.4523530789043,0,Clear,Over Utilized
2022-11-06,M.G. Road,Trinity Circle,36230,35.66,1.5,100,100,2,122.46,32,90.88,96.97,101,Clear,No,Sunday,High,0,1015.9842961301179,202,Clear,Over Utilized
2022-11-06,M.G. Road,Anil Kumble Circle,52720,38.51,1.5,100,100,3,155.44,47.85,93.63,93.03,111,Clear,No,Sunday,High,0,1368.9950662165672,303,Clear,Over Utilized
2022-11-06,Jayanagar,South End Circle,31334,54.67,1.5,100,100,2,112.67,62.11,67.06,83.05,115,Windy,Yes,Sunday,High,0,573.1479787817816,202,Other,Over Utilized
2022-11-06,Hebbal,Hebbal Flyover,37610,38.16,1.5,100,100,0,125.22,70.24,79.24,63.91,111,Rain,No,Sunday,High,0,985.5870020964361,0,Rainy,Over Utilized
2022-11-06,Yeshwanthpur,Yeshwanthpur Circle,23740,25.34,1.39,84.33,100,2,97.48,72.14,92.88,88.89,102,Overcast,No,Sunday,High,0,936.8587213891082,170.66,Other,Over Utilized
2022-11-06,Yeshwanthpur,Tumkur Road,29338,44.85,1.5,88.04,100,4,108.68,55.93,92.45,85.99,106,Clear,No,Sunday,High,0,654.1360089186176,356.16,Clear,Over Utilized
2022-11-07,Indiranagar,100 Feet Road,54941,20,1.5,100,100,2,159.88,69.71,87.2,54.75,101,Clear,No,Monday,High,0,2747.05,202,Clear,Over Utilized
2022-11-07,Indiranagar,CMH Road,45103,45.26,1.5,100,100,1,140.21,60.43,94,55.58,95,Fog,No,Monday,High,0,996.5311533362793,101,Foggy,Over Utilized
2022-11-07,Whitefield,Marathahalli Bridge,8569,47.7,1.32,31.01,47.62,0,67.14,46.75,60.49,97.3,203,Clear,No,Monday,High,0,179.64360587002096,0,Clear,Over Utilized
2022-11-07,Whitefield,ITPL Main Road,13324,46.94,1.31,45.66,63.64,3,76.65,42,99.99,90.56,215,Fog,No,Monday,High,0,283.8517256071581,139.98,Foggy,Over Utilized
2022-11-07,Koramangala,Sony World Junction,41901,23.09,1.5,100,100,4,133.8,59.32,69.67,51.99,93,Overcast,No,Monday,High,0,1814.6816803811173,404,Other,Over Utilized
2022-11-07,Koramangala,Sarjapur Road,60280,42.22,1.5,100,100,2,170.56,66.2,81.8,59.88,96,Rain,No,Monday,High,0,1427.759355755566,202,Rainy,Over Utilized
2022-11-07,Electronic City,Hosur Road,23612,45.55,1.15,70.88,100,3,97.22,28.95,89.46,68.05,81,Clear,No,Monday,High,0,518.3754116355653,215.64,Clear,Over Utilized
2022-11-07,Electronic City,Silk Board Junction,23137,48.5,1.19,77.5,100,0,96.27,56.75,73.83,75.09,91,Clear,Yes,Monday,High,0,477.0515463917526,0,Clear,Over Utilized
2022-11-07,M.G. Road,Trinity Circle,41162,55.03,1.5,100,100,4,132.32,72.87,85.11,81.51,112,Fog,No,Monday,High,0,747.9920043612575,404,Foggy,Over Utilized
2022-11-07,M.G. Road,Anil Kumble Circle,38320,30.41,1.5,100,100,2,126.64,22.68,71.47,73.17,113,Rain,No,Monday,High,0,1260.111805327195,202,Rainy,Over Utilized
2022-11-07,Hebbal,Hebbal Flyover,31627,42.6,1.5,100,100,2,113.25,44.7,64.41,84.07,115,Rain,No,Monday,High,0,742.4178403755868,202,Rainy,Over Utilized
2022-11-08,Indiranagar,CMH Road,13099,43.15,1.33,45.74,62.06,0,76.2,76.83,76.86,82.41,222,Clear,No,Tuesday,High,0,303.56894553881807,0,Clear,Over Utilized
2022-11-08,Whitefield,ITPL Main Road,25452,20,1.5,79.56,100,2,100.9,37.56,82.26,60.76,83,Rain,No,Tuesday,High,0,1272.6,161.12,Rainy,Over Utilized
2022-11-08,Koramangala,Sony World Junction,30939,30.35,1.5,93.19,100,0,111.88,39.42,73.35,58.89,86,Overcast,No,Tuesday,High,0,1019.4069192751235,0,Other,Over Utilized
2022-11-08,Koramangala,Sarjapur Road,27515,44.89,1.5,92.33,100,2,105.03,64.44,89.56,84.81,96,Windy,No,Tuesday,High,0,612.9427489418579,186.66,Other,Over Utilized
2022-11-08,M.G. Road,Trinity Circle,55839,42.58,1.5,100,100,1,161.68,41.33,88.66,71.06,81,Fog,No,Tuesday,High,0,1311.3903240958198,101,Foggy,Over Utilized
2022-11-08,M.G. Road,Anil Kumble Circle,14072,51.18,1.18,47.84,67.63,1,78.14,25.25,81.02,59.53,208,Clear,Yes,Tuesday,High,0,274.9511527940602,48.84,Clear,Over Utilized
2022-11-08,Jayanagar,Jayanagar 4th Block,19807,39.92,1.02,58.59,97.06,0,89.61,63.4,96.85,70.6,85,Clear,No,Tuesday,High,0,496.16733466933863,0,Clear,Over Utilized
2022-11-08,Hebbal,Hebbal Flyover,37349,30.93,1.5,100,100,2,124.7,53.88,91.53,63.46,93,Fog,No,Tuesday,High,0,1207.5331393469123,202,Foggy,Over Utilized
2022-11-09,Indiranagar,100 Feet Road,47359,41.37,1.5,100,100,1,144.72,59.62,92.59,89.44,102,Clear,No,Wednesday,High,0,1144.766739182983,101,Clear,Over Utilized
2022-11-09,Indiranagar,CMH Road,10943,40.97,1.29,34.78,56.76,0,71.89,19.23,65.28,60.16,180,Clear,No,Wednesday,High,0,267.09787649499634,0,Clear,Over Utilized
2022-11-09,Whitefield,Marathahalli Bridge,6785,29.76,1.31,22.29,32.75,1,63.57,15.47,72.51,98.93,199,Clear,No,Wednesday,High,0,227.99059139784944,23.29,Clear,Over Utilized
2022-11-09,Whitefield,ITPL Main Road,12201,26.71,1.39,33.22,60.84,0,74.4,59.12,75.67,82.42,193,Clear,No,Wednesday,High,0,456.79520778734553,0,Clear,Over Utilized
2022-11-09,Koramangala,Sony World Junction,29956,49.01,1.5,100,100,0,109.91,36.67,67.35,69.66,91,Clear,No,Wednesday,High,0,611.222199551112,0,Clear,Over Utilized
2022-11-09,Electronic City,Hosur Road,19496,44.48,1.33,64.2,98.53,3,88.99,62.47,69.33,91.56,95,Overcast,No,Wednesday,High,0,438.30935251798564,195.60000000000002,Other,Over Utilized
2022-11-09,M.G. Road,Trinity Circle,25970,43.88,1.5,94.35,100,3,101.94,77.78,67.24,51.23,101,Fog,No,Wednesday,High,0,591.8413855970829,286.04999999999995,Foggy,Over Utilized
2022-11-09,M.G. Road,Anil Kumble Circle,45828,49.89,1.5,100,100,1,141.66,18.57,60.18,74.62,98,Rain,No,Wednesday,High,0,918.5808779314492,101,Rainy,Over Utilized
2022-11-09,Jayanagar,Jayanagar 4th Block,21024,30.68,1.13,72.38,100,1,92.05,17.67,79.24,85.99,101,Clear,Yes,Wednesday,High,0,685.2672750977836,73.38,Clear,Over Utilized
2022-11-09,Jayanagar,South End Circle,19911,21.47,1.3,73.16,100,1,89.82,39.95,70.94,81.22,110,Clear,No,Wednesday,High,0,927.3870517000466,74.16,Clear,Over Utilized
2022-11-09,Hebbal,Hebbal Flyover,38595,47.65,1.5,100,100,2,127.19,54.48,69.07,54.68,93,Clear,No,Wednesday,High,0,809.9685204616999,202,Clear,Over Utilized
2022-11-09,Hebbal,Ballari Road,20235,51.79,1.17,68.73,96.23,1,90.47,41.62,97.66,86.52,95,Overcast,No,Wednesday,High,0,390.7124927592199,69.73,Other,Over Utilized
2022-11-09,Yeshwanthpur,Yeshwanthpur Circle,35900,39.92,1.5,100,100,0,121.8,39.56,68.85,54.08,100,Rain,No,Wednesday,High,0,899.2985971943888,0,Rainy,Over Utilized
2022-11-10,Indiranagar,100 Feet Road,21996,29.56,1.24,65.86,100,0,93.99,58.42,97.32,93.49,107,Fog,No,Thursday,High,0,744.1136671177267,0,Foggy,Over Utilized
2022-11-10,Indiranagar,CMH Road,52196,21.29,1.5,100,100,3,154.39,52.35,98.79,86.91,100,Fog,No,Thursday,High,0,2451.667449506811,303,Foggy,Over Utilized
2022-11-10,Koramangala,Sarjapur Road,40287,42.83,1.5,100,100,1,130.57,60.28,60.46,73.2,95,Fog,No,Thursday,High,0,940.6257296287649,101,Foggy,Over Utilized
2022-11-10,M.G. Road,Trinity Circle,24541,55.91,1.21,72.72,100,2,99.08,53.75,90.88,50.64,108,Rain,No,Thursday,High,0,438.93757825076017,147.44,Rainy,Over Utilized
2022-11-10,M.G. Road,Anil Kumble Circle,25830,34.5,1.5,93.39,100,4,101.66,73.94,64.72,75.86,112,Clear,No,Thursday,High,0,748.695652173913,377.56,Clear,Over Utilized
2022-11-10,Yeshwanthpur,Yeshwanthpur Circle,12458,42.67,1.21,31.62,59.99,1,74.92,14.54,69.99,91.38,203,Clear,No,Thursday,High,0,291.96156550269507,32.620000000000005,Clear,Over Utilized
2022-11-10,Yeshwanthpur,Tumkur Road,15956,47.58,1.07,58.55,75.27,0,81.91,25.32,96.62,58.9,102,Clear,No,Thursday,High,0,335.3509878100042,0,Clear,Over Utilized
2022-11-11,Indiranagar,100 Feet Road,45120,44.08,1.5,100,100,2,140.24,69.09,67.18,58.71,107,Clear,No,Friday,High,0,1023.5934664246824,202,Clear,Over Utilized
2022-11-11,Indiranagar,CMH Road,21473,35.49,1.14,75.86,100,3,92.95,59.25,81.39,93.42,119,Windy,No,Friday,High,0,605.0436742744434,230.57999999999998,Other,Over Utilized
2022-11-11,Whitefield,Marathahalli Bridge,21876,33.51,1.2,68.82,100,0,93.75,30.05,66.78,88.28,97,Overcast,No,Friday,High,0,652.8200537153089,0,Other,Over Utilized
2022-11-11,Whitefield,ITPL Main Road,25327,25.53,1.5,82.54,100,3,100.65,51.49,78.42,71.4,97,Clear,No,Friday,High,0,992.0485703094398,250.62,Clear,Over Utilized
2022-11-11,Koramangala,Sony World Junction,15092,39.07,1.34,41.19,75.53,1,80.18,29.31,96.8,54.07,103,Clear,Yes,Friday,High,0,386.281034041464,42.19,Clear,Over Utilized
2022-11-11,Koramangala,Sarjapur Road,46639,25.78,1.5,100,100,1,143.28,41.99,81.97,72.93,97,Rain,No,Friday,High,0,1809.1155934833203,101,Rainy,Over Utilized
2022-11-11,M.G. Road,Trinity Circle,25016,38.83,1.5,83.64,100,5,100.03,68.09,89.86,88.57,87,Clear,No,Friday,High,0,644.2441411279939,423.2,Clear,Over Utilized
2022-11-11,M.G. Road,Anil Kumble Circle,11758,50.08,1.13,32.08,59.15,1,73.52,17.23,69.17,85.7,221,Clear,No,Friday,High,0,234.78434504792332,33.08,Clear,Over Utilized
2022-11-11,Jayanagar,South End Circle,15962,31.11,1.13,58.59,76.53,2,81.92,17.43,83.02,91.05,94,Rain,No,Friday,High,0,513.0826100932176,119.18,Rainy,Over Utilized
2022-11-11,Hebbal,Ballari Road,31519,37.53,1.5,100,100,1,113.04,24.06,71.84,91.86,99,Fog,No,Friday,High,0,839.8347988276046,101,Foggy,Over Utilized
2022-11-11,Yeshwanthpur,Tumkur Road,18823,55.1,1.29,57.02,94.88,1,87.65,78.81,67.28,74.04,114,Overcast,No,Friday,High,0,341.6152450090744,58.02,Other,Over Utilized
2022-11-12,Indiranagar,100 Feet Road,46732,20.44,1.5,100,100,5,143.46,21.34,71.63,80.84,80,Clear,No,Saturday,High,0,2286.3013698630134,505,Clear,Over Utilized
2022-11-12,Indiranagar,CMH Road,33279,55.42,1.5,100,100,1,116.56,16.61,99.15,86.3,93,Overcast,No,Saturday,High,0,600.4871887405269,101,Other,Over Utilized
2022-11-12,Whitefield,ITPL Main Road,25917,34.36,1.5,91.59,100,3,101.83,59.09,73.25,56.48,107,Fog,No,Saturday,High,0,754.2782305005821,277.77,Foggy,Over Utilized
2022-11-12,Electronic City,Hosur Road,19129,36.06,1.02,60.43,100,0,88.26,51.82,62.82,83.47,93,Clear,No,Saturday,High,0,530.4769828064337,0,Clear,Over Utilized
2022-11-12,Jayanagar,Jayanagar 4th Block,18711,45.85,1.24,58.91,96.73,0,87.42,71.72,98.99,98.38,88,Clear,No,Saturday,High,0,408.0916030534351,0,Clear,Over Utilized
2022-11-12,Jayanagar,South End Circle,23353,33.72,1.02,86.98,100,1,96.71,53.7,67.23,83.09,103,Clear,Yes,Saturday,High,0,692.5563463819692,87.98,Clear,Over Utilized
2022-11-12,Yeshwanthpur,Tumkur Road,24960,45.99,1.29,74.62,100,1,99.92,37.9,63.09,91.46,99,Clear,No,Saturday,High,0,542.7266797129811,75.62,Clear,Over Utilized
2022-11-13,Indiranagar,CMH Road,24558,34.21,1.18,76.37,100,4,99.12,32.51,81.55,98.75,76,Clear,No,Sunday,High,0,717.8602747734581,309.48,Clear,Over Utilized
2022-11-13,Whitefield,Marathahalli Bridge,22553,45.29,1.23,69.82,100,0,95.11,70.1,61.9,67.4,97,Fog,No,Sunday,High,0,497.9686465003312,0,Foggy,Over Utilized
2022-11-13,Koramangala,Sony World Junction,59327,34.7,1.5,100,100,0,168.65,77.19,82.46,73.46,97,Windy,No,Sunday,High,0,1709.7118155619596,0,Other,Over Utilized
2022-11-13,Koramangala,Sarjapur Road,46238,45.35,1.5,100,100,4,142.48,43.76,87.17,58.86,104,Clear,No,Sunday,High,0,1019.5810363836824,404,Clear,Over Utilized
2022-11-13,Electronic City,Hosur Road,6092,41.7,1.39,25.73,28,0,62.18,53.17,60.13,89.63,189,Clear,No,Sunday,High,0,146.09112709832132,0,Clear,Over Utilized
2022-11-13,Electronic City,Silk Board Junction,8021,67.04,1.38,22,36.02,0,66.04,22.92,76.55,59.36,219,Fog,No,Sunday,High,0,119.64498806682576,0,Foggy,Over Utilized
2022-11-13,M.G. Road,Anil Kumble Circle,48572,38.6,1.5,100,100,1,147.14,53.71,95.28,91.37,95,Fog,No,Sunday,High,0,1258.341968911917,101,Foggy,Over Utilized
2022-11-13,Jayanagar,Jayanagar 4th Block,18571,33.9,1.03,56.06,93.31,0,87.14,27.38,96.27,84.86,94,Clear,No,Sunday,High,0,547.8171091445428,0,Clear,Over Utilized
2022-11-13,Jayanagar,South End Circle,22958,38.11,1.24,81.43,100,4,95.92,72.35,93.47,98.2,102,Overcast,Yes,Sunday,High,0,602.4140645499868,329.72,Other,Over Utilized
2022-11-13,Hebbal,Ballari Road,10481,30.37,1.02,24.95,53.8,0,70.96,69.1,70.3,64.04,175,Clear,No,Sunday,High,0,345.1103062232466,0,Clear,Over Utilized
